id	loai	vi	en	tm	ghi_chu	src
s221	li	Tất cả phải nhập cảnh trước ngày hết hạn in trên visa (thường tối đa 6 tháng từ ngày cấp, có thể ngắn hơn nếu hồ sơ khám sức khỏe hết hạn sớm)	Everyone must enter before the expiration date printed on the visa (usually up to 6 months from issuance, and possibly sooner if the medical exam expires earlier)	100%: Everyone must enter before the expiration date printed on the visa (usually up to 6 months from issuance, and possibly sooner if the medical exam expires earlier)		acf.product_faq_groups[3].product_faq_group_items[4].product_faq_item_bullets[1].product_faq_item_bullet_text
s222	li	Cần nộp USCIS Immigrant Fee để USCIS phát hành thẻ xanh vật lý (thời gian thực tế tùy USCIS, có thể tới 90 ngày)	You need to pay the USCIS Immigrant Fee before the physical green card can be issued (actual timing depends on USCIS and can take up to 90 days)	100%: You need to pay the USCIS Immigrant Fee for USCIS to issue the physical green card (actual timing depends on USCIS and can take up to 90 days)		acf.product_faq_groups[3].product_faq_group_items[4].product_faq_item_bullets[2].product_faq_item_bullet_text
s223	li	Trẻ em cần lưu ý quy định về tuổi nếu không thuộc trường hợp được bảo vệ bởi CSPA	Families should keep the age rules in mind for any child not protected under the CSPA	100%: Families should keep the age rules in mind for any child not protected under the CSPA		acf.product_faq_groups[3].product_faq_group_items[4].product_faq_item_bullets[3].product_faq_item_bullet_text
s224	h4	Thẻ xanh EB-5 có điều kiện 2 năm là gì?	What is the 2-year conditional EB-5 green card?	100%: What is the 2-year conditional EB-5 green card?		acf.product_faq_groups[3].product_faq_group_items[5].product_faq_item_question
s225	li	Sau khi nhập cảnh bằng visa EB-5 hoặc được chấp thuận tình trạng thường trú, nhà đầu tư thường nhận thẻ xanh có điều kiện 2 năm	After entering the United States on an EB-5 visa or being granted permanent resident status, the investor typically receives a 2-year conditional green card	100%: After entering the United States on an EB-5 visa or being granted permanent resident status, the investor typically receives a 2-year conditional green card		acf.product_faq_groups[3].product_faq_group_items[5].product_faq_item_bullets[0].product_faq_item_bullet_text
s226	li	Trước khi thẻ xanh này hết hạn, nhà đầu tư phải nộp I-829 để xin xóa điều kiện	Before this green card expires, the investor must file Form I-829 to remove the conditions	100%: Before this green card expires, the investor must file Form I-829 to remove the conditions		acf.product_faq_groups[3].product_faq_group_items[5].product_faq_item_bullets[1].product_faq_item_bullet_text
s227	li	Khi I-829 được chấp thuận, gia đình nhận tình trạng thường trú không điều kiện	Once Form I-829 is approved, the family receives unconditional permanent resident status	100%: Once Form I-829 is approved, the family receives unconditional permanent resident status		acf.product_faq_groups[3].product_faq_group_items[5].product_faq_item_bullets[2].product_faq_item_bullet_text
s228	h4	Có phải sống gần dự án EB-5 không? Phải ở Mỹ bao lâu sau khi có thẻ xanh?	Do we have to live near the EB-5 project? How long must we stay in the United States after receiving green cards?	100%: Do we have to live near the EB-5 project? How long must we stay in the United States after receiving green cards?		acf.product_faq_groups[3].product_faq_group_items[6].product_faq_item_question
s229	li	Nhà đầu tư EB-5 KHÔNG bắt buộc sống gần địa điểm dự án — gia đình có thể sinh sống, học tập và làm việc tại bất kỳ bang nào của Mỹ	Living near the project site is not required for EB-5 investors — the family can live, study, and work in any U.S. state	100%: Living near the project site is not required for EB-5 investors — the family can live, study, and work in any U.S. state		acf.product_faq_groups[3].product_faq_group_items[6].product_faq_item_bullets[0].product_faq_item_bullet_text
s230	li	Thường trú nhân phải duy trì ý định cư trú lâu dài tại Mỹ — vắng mặt >6 tháng có thể bị hỏi thêm khi nhập cảnh	Permanent residents must maintain the intent to reside permanently in the United States — an absence of more than 6 months may prompt additional questions at the port of entry	100%: Permanent residents must maintain the intent to reside permanently in the United States — an absence of more than 6 months may prompt additional questions at the port of entry		acf.product_faq_groups[3].product_faq_group_items[6].product_faq_item_bullets[1].product_faq_item_bullet_text
s231	li	Ở ngoài Mỹ >1 năm hoặc quá thời hạn Re-entry Permit có thể cần xin Returning Resident Visa (SB-1) — rủi ro bị xem là bỏ cư trú	Staying outside the United States for more than 1 year, or beyond the validity of a reentry permit, may require a returning resident (SB-1) visa — and carries a risk of being found to have abandoned residence	100%: Staying outside the United States for more than 1 year, or beyond the validity of a reentry permit, may require a returning resident (SB-1) visa — and carries a risk of being found to have abandoned residence		acf.product_faq_groups[3].product_faq_group_items[6].product_faq_item_bullets[2].product_faq_item_bullet_text
s232	li	Gia đình nên duy trì địa chỉ, khai thuế, tài khoản, bảo hiểm, trường học và các ràng buộc thực tế tại Mỹ	Families should maintain a U.S. address, tax filings, bank accounts, insurance, school enrollment, and other genuine ties to the United States	100%: Families should maintain a U.S. address, tax filings, bank accounts, insurance, school enrollment, and other genuine ties to the United States		acf.product_faq_groups[3].product_faq_group_items[6].product_faq_item_bullets[3].product_faq_item_bullet_text
s233	h4	Sau bao lâu có thể xin quốc tịch Mỹ?	How soon can I apply for U.S. citizenship?	100%: How soon can I apply for U.S. citizenship?		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_question
s234	p	Thường trú nhân có thể xin nhập tịch Mỹ sau 5 năm nếu đáp ứng các điều kiện:	Permanent residents can apply for U.S. naturalization after 5 years if they meet the following requirements:	100%: Permanent residents can apply for U.S. naturalization after 5 years if they meet the following requirements:		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_heading
s235	li	Cư trú liên tục	Continuous residence	100%: Continuous residence		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_bullets[0].product_faq_item_bullet_text
s236	li	Thời gian hiện diện thực tế (physical presence) đủ	Sufficient physical presence	100%: Sufficient physical presence		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_bullets[1].product_faq_item_bullet_text
s237	li	Nhân thân tốt	Good moral character	100%: Good moral character		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_bullets[2].product_faq_item_bullet_text
s238	li	Tiếng Anh và kiến thức công dân theo yêu cầu	English and civics requirements	100%: English and civics requirements		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_bullets[3].product_faq_item_bullet_text
s239	p	Việc đi lại dài ngày có thể ảnh hưởng đến điều kiện nhập tịch — gia đình cần lập kế hoạch cư trú ngay từ khi nhận thẻ xanh.	Extended travel can affect naturalization eligibility — families should plan their residence from the moment they receive their green cards.	100%: Extended travel can affect naturalization eligibility — families should plan their residence from the moment they receive their green cards.		acf.product_faq_groups[3].product_faq_group_items[7].product_faq_item_note
s240	h3	TƯ VẤN & BẮT ĐẦU HỒ SƠ	Getting started with your EB-5 case	100%: Getting started with your EB-5 case		acf.product_faq_groups[4].product_faq_group_label
s241	h4	Thường trú nhân EB-5 có nghĩa vụ thuế Mỹ không?	Do EB-5 green card holders have U.S. tax obligations?	100%: Do EB-5 green card holders have U.S. tax obligations?		acf.product_faq_groups[4].product_faq_group_items[0].product_faq_item_question
s242	li	Thường trú nhân Mỹ thường được xem là đối tượng cư trú thuế theo tiêu chí thẻ xanh: cứ có thẻ xanh là thành đối tượng cư trú thuế Mỹ và có thể phải khai thuế tại Mỹ đối với thu nhập toàn cầu, tùy tình huống	U.S. permanent residents are generally treated as U.S. tax residents under the green card test, which means you may be required to file U.S. tax returns reporting your worldwide income, depending on your circumstances	100%: U.S. permanent residents are generally treated as U.S. tax residents under the green card test, which means you may be required to file U.S. tax returns reporting your worldwide income, depending on your circumstances		acf.product_faq_groups[4].product_faq_group_items[0].product_faq_item_bullets[0].product_faq_item_bullet_text
s243	li	Đây là vấn đề thuế - tài sản quan trọng đối với nhà đầu tư có tài sản/doanh nghiệp tại Việt Nam	This is an important tax and wealth consideration for investors with assets or businesses outside the United States	100%: This is an important tax and wealth consideration for investors with assets or businesses outside the United States		acf.product_faq_groups[4].product_faq_group_items[0].product_faq_item_bullets[1].product_faq_item_bullet_text
s244	li	Cần tham vấn chuyên gia thuế Mỹ trước và sau khi nhận thẻ xanh	Consult a U.S. tax advisor both before and after receiving your green card	100%: Consult a U.S. tax advisor both before and after receiving your green card		acf.product_faq_groups[4].product_faq_group_items[0].product_faq_item_bullets[2].product_faq_item_bullet_text
s245	h4	IMM hỗ trợ nhà đầu tư EB-5 như thế nào?	How does IMM Group support EB-5 investors?	100%: How does IMM Group support EB-5 investors?		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_question
s246	p	EB-5 có 3 nhóm rủi ro chính cần được kiểm soát song song:	EB-5 involves 3 main categories of risk that need to be managed in parallel:	100%: EB-5 involves 3 main categories of risk that need to be managed in parallel:		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_heading
s247	li	Rủi ro hồ sơ di trú — nguồn tiền/đường tiền chưa chứng minh đủ	Immigration risk — the source of funds or path of funds is not sufficiently documented	100%: Immigration risk — the source of funds or path of funds is not sufficiently documented		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[0].product_faq_item_bullet_text
s248	li	Rủi ro dự án — dự án không tạo đủ việc làm hoặc không đáp ứng yêu cầu USCIS	Project risk — the project does not create enough jobs or does not meet USCIS requirements	100%: Project risk — the project does not create enough jobs or does not meet USCIS requirements		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[1].product_faq_item_bullet_text
s249	li	Rủi ro vốn — khoản đầu tư EB-5 phải đặt trong vốn phải thực sự chịu rủi ro đầu tư (at-risk)	Capital risk — your EB-5 investment must genuinely be at risk	100%: Capital risk — your EB-5 investment must genuinely be at risk		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[2].product_faq_item_bullet_text
s250	li	IMM hỗ trợ: đánh giá mục tiêu định cư và rà soát điều kiện ban đầu	How IMM Group helps: assessing your immigration goals and initial eligibility	100%: How IMM Group helps: assessing your immigration goals and initial eligibility		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[3].product_faq_item_bullet_text
s251	li	Phối hợp luật sư di trú độc lập	Coordinating with an independent immigration attorney	100%: Coordinating with an independent immigration attorney		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[4].product_faq_item_bullet_text
s252	li	Đọc hiểu cấu trúc dự án, job cushion, tài sản bảo đảm, Trung tâm vùng, chủ đầu tư và lộ trình thoái vốn	Helping you understand the project structure, job cushion, collateral, regional center, developer, and exit strategy	100%: Helping you understand the project structure, job cushion, collateral, regional center, developer, and exit strategy		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[5].product_faq_item_bullet_text
s253	li	Hỗ trợ chuẩn bị nguồn tiền và theo dõi tiến độ hồ sơ	Helping prepare your source-of-funds documentation and tracking your case's progress	100%: Helping prepare your source-of-funds documentation and tracking your case's progress		acf.product_faq_groups[4].product_faq_group_items[1].product_faq_item_bullets[6].product_faq_item_bullet_text
s254	h4	Khi nào nên bắt đầu chuẩn bị hồ sơ EB-5?	When should I start preparing an EB-5 case?	100%: When should I start preparing an EB-5 case?		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_question
s255	p	Nên bắt đầu càng sớm càng tốt nếu gia đình có:	Start as early as possible if your family has:	100%: Start as early as possible if your family has:		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_heading
s256	li	Con gần 21 tuổi	A child approaching 21	100%: A child approaching 21		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_bullets[0].product_faq_item_bullet_text
s257	li	Nguồn tiền phức tạp	Complex sources of funds	100%: Complex sources of funds		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_bullets[1].product_faq_item_bullet_text
s258	li	Tài sản nằm ở nhiều quốc gia	Assets held in multiple countries	100%: Assets held in multiple countries		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_bullets[2].product_faq_item_bullet_text
s259	li	Muốn chọn dự án Rural/set-aside trong giai đoạn visa còn thuận lợi	An interest in a rural or other set-aside project while visa availability remains favorable	100%: An interest in a rural or set-aside project while visa availability remains favorable		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_bullets[3].product_faq_item_bullet_text
s260	p	Chuẩn bị sớm giúp có thời gian làm rõ nguồn tiền, chọn dự án phù hợp và tránh quyết định vội trong giai đoạn chuyển vốn.	Starting early leaves time to clarify your source of funds, choose a suitable project, and avoid rushed decisions when transferring capital.	100%: Starting early leaves time to clarify your source of funds, choose a suitable project, and avoid rushed decisions when transferring capital.		acf.product_faq_groups[4].product_faq_group_items[2].product_faq_item_note
